variable_specification,sample_group,max_scalar,min_scalar,nominal_2050
emitinit_ippu_product_use_other_kt_co2,617,1.0,1.0,1.0
energy_intensity_ccsq_direct_air_capture_gj_per_tonne_co2,618,1.0,1.0,8.0
energydensity_enfu_mj_per_litre_fuel_biofuels,619,1.0,1.0,28.95
energydensity_enfu_mj_per_litre_fuel_biogas,620,1.0,1.0,0.02
energydensity_enfu_mj_per_litre_fuel_biomass,621,1.0,1.0,6.5
energydensity_enfu_mj_per_litre_fuel_coal,622,1.0,1.0,22.96
energydensity_enfu_mj_per_litre_fuel_coke,623,1.0,1.0,22.96
energydensity_enfu_mj_per_litre_fuel_crude,624,1.0,1.0,38.0
energydensity_enfu_mj_per_litre_fuel_diesel,625,1.0,1.0,36.4
energydensity_enfu_mj_per_litre_fuel_furnace_gas,626,1.0,1.0,0.0035
energydensity_enfu_mj_per_litre_fuel_gasoline,627,1.0,1.0,35.0
energydensity_enfu_mj_per_litre_fuel_hydrocarbon_gas_liquids,628,1.0,1.0,0.0383
energydensity_enfu_mj_per_litre_fuel_hydrogen,629,1.0,1.0,8.0
energydensity_enfu_mj_per_litre_fuel_kerosene,630,1.0,1.0,32.0
energydensity_enfu_mj_per_litre_fuel_natural_gas,631,1.0,1.0,0.0383
energydensity_enfu_mj_per_litre_fuel_oil,632,1.0,1.0,38.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_biogas,633,1.0,1.0,30.58
energydensity_gravimetric_enfu_gj_per_tonne_fuel_biomass,634,1.0,1.0,13.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_coal,635,1.0,1.0,24.137
energydensity_gravimetric_enfu_gj_per_tonne_fuel_coke,636,1.0,1.0,26.28
energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrocarbon_gas_liquids,637,1.0,1.0,50.53
energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrogen,638,1.0,1.0,130.739
energydensity_gravimetric_enfu_gj_per_tonne_fuel_nuclear,639,1.0,1.0,79810000.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_waste,640,1.0,1.0,10.0
exports_agrc_bevs_and_spices_tonne,641,1.0,1.0,9665309.588257318
exports_agrc_cereals_tonne,642,1.0,1.0,14728696.81342844
exports_agrc_fibers_tonne,643,1.0,1.0,5546508.259876975
exports_agrc_fruits_tonne,644,1.0,1.0,3907897.740837771
exports_agrc_herbs_and_other_perennial_crops_tonne,645,1.0,1.0,0.0
exports_agrc_nuts_tonne,646,1.0,1.0,34191.88784317575
exports_agrc_other_annual_tonne,647,1.0,1.0,15544258.24069099
exports_agrc_other_woody_perennial_tonne,648,1.0,1.0,48430.37654017771
exports_agrc_pulses_tonne,649,1.0,1.0,266967.6640049971
exports_agrc_rice_tonne,650,1.0,1.0,3598815.959150938
exports_agrc_sugar_cane_tonne,651,1.0,1.0,302448774.6813731
exports_agrc_tubers_tonne,652,1.0,1.0,89157.44944074168
exports_agrc_vegetables_and_vines_tonne,653,1.0,1.0,1768425.342590455
exports_enfu_pj_fuel_coal,654,1.0,1.0,0.0
exports_enfu_pj_fuel_crude,655,1.0,1.0,1835.29
exports_enfu_pj_fuel_diesel,656,1.0,1.0,76.213872
exports_enfu_pj_fuel_electricity,657,1.0,1.0,1.865
exports_enfu_pj_fuel_gasoline,658,1.0,1.0,123.024244
exports_enfu_pj_fuel_hydrocarbon_gas_liquids,659,1.0,1.0,10.350032
exports_enfu_pj_fuel_hydrogen,660,1.0,1.0,0.5
exports_enfu_pj_fuel_kerosene,661,1.0,1.0,22.111432
exports_enfu_pj_fuel_natural_gas,662,1.0,1.0,0.0
exports_enfu_pj_fuel_oil,663,1.0,1.0,27.52935
exports_lvst_buffalo,33,1.0,1.0,12.39000594080432
exports_lvst_cattle_dairy,33,1.0,1.0,618611.3553415383
exports_lvst_cattle_nondairy,33,1.0,1.0,30967698.22223814
exports_lvst_chickens,33,1.0,1.0,449141.119605232
exports_lvst_goats,33,1.0,1.0,3.060740663446611
exports_lvst_horses,33,1.0,1.0,1256305.902999067
exports_lvst_mules,33,1.0,1.0,0.6649827807809564
exports_lvst_pigs,33,1.0,1.0,9540912.607958794
exports_lvst_sheep,33,1.0,1.0,671654.055098524
factor_lndu_soil_carbon_croplands,664,1.0,1.0,0.8
factor_lndu_soil_carbon_forests_mangroves,665,1.0,1.0,1.0
factor_lndu_soil_carbon_forests_primary,666,1.0,1.0,1.0
factor_lndu_soil_carbon_forests_secondary,667,1.0,1.0,1.0
factor_lndu_soil_carbon_grasslands,668,1.0,1.0,1.0
factor_lndu_soil_carbon_other,669,1.0,1.0,0.9
factor_lndu_soil_carbon_settlements,670,1.0,1.0,1.0
factor_lndu_soil_carbon_wetlands,671,1.0,1.0,1.0
factor_lndu_soil_inputs_supremum_without_manure_croplands,672,1.0,1.0,1.0767
factor_lndu_soil_management_supremum_croplands,673,1.0,1.0,1.0667
factor_lndu_soil_management_supremum_grasslands,674,1.0,1.0,1.1567
factor_lndu_soil_management_unimproved_croplands,675,1.0,1.0,1.0
factor_lndu_soil_management_unimproved_grasslands,676,1.0,1.0,0.9
factor_lsmm_n_from_codigestates_anaerobic_digester,677,1.0,1.0,0.0
factor_waso_waste_per_capita_scalar_chemical_industrial,678,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_food,7,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_glass,679,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_metal,680,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_nappies,681,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_other,682,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_paper,683,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_plastic,684,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_rubber_leather,685,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_sludge,686,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_textiles,687,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_wood,688,1.0,1.0,1.0
factor_waso_waste_per_capita_scalar_yard,689,1.0,1.0,1.0
frac_agrc_agriculture_production_lost,9,1.0,1.0,0.21024
frac_agrc_bevs_and_spices_cl1_temperate,48,1.0,1.0,0.1524770564701098
frac_agrc_bevs_and_spices_cl1_tropical,48,1.0,1.0,0.8475229435298902
frac_agrc_bevs_and_spices_cl2_dry,49,1.0,1.0,0.0641917875767526
frac_agrc_bevs_and_spices_cl2_wet,49,1.0,1.0,0.9358082124232472
frac_agrc_cereals_cl1_temperate,50,1.0,1.0,0.1524770564701098
frac_agrc_cereals_cl1_tropical,50,1.0,1.0,0.8475229435298902
frac_agrc_cereals_cl2_dry,51,1.0,1.0,0.0641917875767526
frac_agrc_cereals_cl2_wet,51,1.0,1.0,0.9358082124232472
frac_agrc_combustion_factor_cereals,690,1.0,1.0,0.85
frac_agrc_combustion_factor_other_annual,691,1.0,1.0,0.8
frac_agrc_combustion_factor_pulses,692,1.0,1.0,0.8
frac_agrc_combustion_factor_rice,693,1.0,1.0,0.8
frac_agrc_combustion_factor_tubers,694,1.0,1.0,0.8
frac_agrc_crop_demand_imported_bevs_and_spices,695,1.0,1.0,0.0419110470442894
frac_agrc_crop_demand_imported_cereals,696,1.0,1.0,0.1130899442790958
frac_agrc_crop_demand_imported_fibers,697,1.0,1.0,0.037051289434498
frac_agrc_crop_demand_imported_fruits,698,1.0,1.0,0.0113656451190044
frac_agrc_crop_demand_imported_herbs_and_other_perennial_crops,699,1.0,1.0,0.0102330520967004
frac_agrc_crop_demand_imported_nuts,700,1.0,1.0,0.0200842303104222
frac_agrc_crop_demand_imported_other_annual,701,1.0,1.0,0.0063154406375912
frac_agrc_crop_demand_imported_other_woody_perennial,702,1.0,1.0,0.0157199320143229
frac_agrc_crop_demand_imported_pulses,703,1.0,1.0,0.0569855028598894
frac_agrc_crop_demand_imported_rice,704,1.0,1.0,0.1024635933367415
frac_agrc_crop_demand_imported_sugar_cane,705,1.0,1.0,0.0002363296521174
frac_agrc_crop_demand_imported_tubers,706,1.0,1.0,0.0006051640240872
frac_agrc_crop_demand_imported_vegetables_and_vines,707,1.0,1.0,0.0145518491632247
frac_agrc_crop_residues_burned,10,1.0,1.0,0.05
frac_agrc_crop_residues_removed,10,1.0,1.0,0.2
frac_agrc_dry_matter_of_harvest_cereals,708,1.0,1.0,0.89
frac_agrc_dry_matter_of_harvest_other_annual,709,1.0,1.0,0.91
frac_agrc_dry_matter_of_harvest_pulses,710,1.0,1.0,0.91
frac_agrc_dry_matter_of_harvest_rice,711,1.0,1.0,0.89
frac_agrc_dry_matter_of_harvest_tubers,712,1.0,1.0,0.21
frac_agrc_fibers_cl1_temperate,52,1.0,1.0,0.1524770564701098
frac_agrc_fibers_cl1_tropical,52,1.0,1.0,0.8475229435298902
frac_agrc_fibers_cl2_dry,53,1.0,1.0,0.0641917875767526
frac_agrc_fibers_cl2_wet,53,1.0,1.0,0.9358082124232472
frac_agrc_fruits_cl1_temperate,54,1.0,1.0,0.1524770564701098
frac_agrc_fruits_cl1_tropical,54,1.0,1.0,0.8475229435298902
frac_agrc_fruits_cl2_dry,55,1.0,1.0,0.0641917875767526
frac_agrc_fruits_cl2_wet,55,1.0,1.0,0.9358082124232472
frac_agrc_herbs_and_other_perennial_crops_cl1_temperate,56,1.0,1.0,0.1524770564701098
frac_agrc_herbs_and_other_perennial_crops_cl1_tropical,56,1.0,1.0,0.8475229435298902
frac_agrc_herbs_and_other_perennial_crops_cl2_dry,57,1.0,1.0,0.0641917875767526
frac_agrc_herbs_and_other_perennial_crops_cl2_wet,57,1.0,1.0,0.9358082124232472
frac_agrc_initial_area_cropland_bevs_and_spices,58,1.0,1.0,0.0308472624721092
frac_agrc_initial_area_cropland_cereals,58,1.0,1.0,0.259067537204251
frac_agrc_initial_area_cropland_fibers,58,1.0,1.0,0.0200350387848236
frac_agrc_initial_area_cropland_fruits,58,1.0,1.0,0.0265773894259373
frac_agrc_initial_area_cropland_herbs_and_other_perennial_crops,58,1.0,1.0,0.0012194349125554
frac_agrc_initial_area_cropland_nuts,58,1.0,1.0,0.0074458124886481
frac_agrc_initial_area_cropland_other_annual,58,1.0,1.0,0.448521029487544
frac_agrc_initial_area_cropland_other_woody_perennial,58,1.0,1.0,0.0047585841204282
frac_agrc_initial_area_cropland_pulses,58,1.0,1.0,0.0324772545326295
frac_agrc_initial_area_cropland_rice,58,1.0,1.0,0.0210303914486052
frac_agrc_initial_area_cropland_sugar_cane,58,1.0,1.0,0.12411692058576
frac_agrc_initial_area_cropland_tubers,58,1.0,1.0,0.0171503779803041
frac_agrc_initial_area_cropland_vegetables_and_vines,58,1.0,1.0,0.0067529665564038
frac_agrc_initial_yield_feed_bevs_and_spices,713,1.0,1.0,0.0
frac_agrc_initial_yield_feed_cereals,714,1.0,1.0,0.0
frac_agrc_initial_yield_feed_fibers,715,1.0,1.0,0.0
frac_agrc_initial_yield_feed_fruits,716,1.0,1.0,0.0
frac_agrc_initial_yield_feed_herbs_and_other_perennial_crops,717,1.0,1.0,0.0
frac_agrc_initial_yield_feed_nuts,718,1.0,1.0,0.0
frac_agrc_initial_yield_feed_other_annual,719,1.0,1.0,0.0
frac_agrc_initial_yield_feed_other_woody_perennial,720,1.0,1.0,0.0
frac_agrc_initial_yield_feed_pulses,721,1.0,1.0,0.0
frac_agrc_initial_yield_feed_rice,722,1.0,1.0,0.0
frac_agrc_initial_yield_feed_sugar_cane,723,1.0,1.0,0.0
frac_agrc_initial_yield_feed_tubers,724,1.0,1.0,0.0
frac_agrc_initial_yield_feed_vegetables_and_vines,725,1.0,1.0,0.0
frac_agrc_n_in_above_ground_residue_cereals,726,1.0,1.0,0.00610954797
frac_agrc_n_in_above_ground_residue_other_annual,727,1.0,1.0,0.007735857216
frac_agrc_n_in_above_ground_residue_pulses,728,1.0,1.0,0.008637681328
frac_agrc_n_in_above_ground_residue_rice,729,1.0,1.0,0.006039644485
frac_agrc_n_in_above_ground_residue_tubers,730,1.0,1.0,0.013924685192
frac_agrc_n_in_below_ground_residue_cereals,731,1.0,1.0,0.007863983883
frac_agrc_n_in_below_ground_residue_other_annual,732,1.0,1.0,0.006117809904
frac_agrc_n_in_below_ground_residue_pulses,733,1.0,1.0,0.00774384232
frac_agrc_n_in_below_ground_residue_rice,734,1.0,1.0,0.0
frac_agrc_n_in_below_ground_residue_tubers,735,1.0,1.0,0.015326765636
frac_agrc_no_till_cereals,10,1.0,1.0,0.388607245930772
frac_agrc_no_till_fibers,10,1.0,1.0,0.388607245930772
frac_agrc_no_till_other_annual,10,1.0,1.0,0.388607245930772
frac_agrc_no_till_pulses,10,1.0,1.0,0.388607245930772
frac_agrc_no_till_tubers,10,1.0,1.0,0.388607245930772
frac_agrc_no_till_vegetables_and_vines,10,1.0,1.0,0.388607245930772
frac_agrc_nuts_cl1_temperate,59,1.0,1.0,0.1524770564701098
frac_agrc_nuts_cl1_tropical,59,1.0,1.0,0.8475229435298902
frac_agrc_nuts_cl2_dry,60,1.0,1.0,0.0641917875767526
frac_agrc_nuts_cl2_wet,60,1.0,1.0,0.9358082124232472
frac_agrc_other_annual_cl1_temperate,61,1.0,1.0,0.1524770564701098
frac_agrc_other_annual_cl1_tropical,61,1.0,1.0,0.8475229435298902
frac_agrc_other_annual_cl2_dry,62,1.0,1.0,0.0641917875767526
frac_agrc_other_annual_cl2_wet,62,1.0,1.0,0.9358082124232472
frac_agrc_other_woody_perennial_cl1_temperate,63,1.0,1.0,0.1524770564701098
frac_agrc_other_woody_perennial_cl1_tropical,63,1.0,1.0,0.8475229435298902
frac_agrc_other_woody_perennial_cl2_dry,64,1.0,1.0,0.0641917875767526
frac_agrc_other_woody_perennial_cl2_wet,64,1.0,1.0,0.9358082124232472
frac_agrc_production_lost_sent_to_msw,736,1.0,1.0,0.3
frac_agrc_pulses_cl1_temperate,65,1.0,1.0,0.1524770564701098
frac_agrc_pulses_cl1_tropical,65,1.0,1.0,0.8475229435298902
frac_agrc_pulses_cl2_dry,66,1.0,1.0,0.0641917875767526
frac_agrc_pulses_cl2_wet,66,1.0,1.0,0.9358082124232472
frac_agrc_rice_cl1_temperate,67,1.0,1.0,0.1524770564701098
frac_agrc_rice_cl1_tropical,67,1.0,1.0,0.8475229435298902
frac_agrc_rice_cl2_dry,68,1.0,1.0,0.0641917875767526
frac_agrc_rice_cl2_wet,68,1.0,1.0,0.9358082124232472
frac_agrc_sugar_cane_cl1_temperate,69,1.0,1.0,0.1524770564701098
frac_agrc_sugar_cane_cl1_tropical,69,1.0,1.0,0.8475229435298902
frac_agrc_sugar_cane_cl2_dry,70,1.0,1.0,0.0641917875767526
frac_agrc_sugar_cane_cl2_wet,70,1.0,1.0,0.9358082124232472
frac_agrc_tubers_cl1_temperate,71,1.0,1.0,0.1524770564701098
frac_agrc_tubers_cl1_tropical,71,1.0,1.0,0.8475229435298902
frac_agrc_tubers_cl2_dry,72,1.0,1.0,0.0641917875767526
frac_agrc_tubers_cl2_wet,72,1.0,1.0,0.9358082124232472
frac_agrc_vegetables_and_vines_cl1_temperate,73,1.0,1.0,0.1524770564701098
frac_agrc_vegetables_and_vines_cl1_tropical,73,1.0,1.0,0.8475229435298902
frac_agrc_vegetables_and_vines_cl2_dry,74,1.0,1.0,0.0641917875767526
frac_agrc_vegetables_and_vines_cl2_wet,74,1.0,1.0,0.9358082124232472
frac_ccsq_energydem_direct_air_capture_electricity,11,1.0,0.0,0.2
frac_ccsq_energydem_direct_air_capture_heat,11,1.0,0.0,0.8
frac_ccsq_heat_energy_direct_air_capture_geothermal,66,1.0,0.0,0.0118527760449157
frac_ccsq_heat_energy_direct_air_capture_hydrogen,66,1.0,0.0,0.0099812850904553
frac_ccsq_heat_energy_direct_air_capture_natural_gas,66,1.0,0.0,0.9781659388646288
frac_enfu_fuel_demand_imported_pj_fuel_coal,737,1.0,1.0,0.595390795320275
frac_enfu_fuel_demand_imported_pj_fuel_crude,738,1.0,1.0,0.0430290148614206
frac_enfu_fuel_demand_imported_pj_fuel_diesel,739,1.0,1.0,0.174163761462898
frac_enfu_fuel_demand_imported_pj_fuel_electricity,740,1.0,1.0,0.0775182606538288
frac_enfu_fuel_demand_imported_pj_fuel_gasoline,741,1.0,1.0,0.174163761462898
frac_enfu_fuel_demand_imported_pj_fuel_hydrocarbon_gas_liquids,742,1.0,1.0,0.174163761462898
frac_enfu_fuel_demand_imported_pj_fuel_hydrogen,743,1.0,1.0,0.025
frac_enfu_fuel_demand_imported_pj_fuel_kerosene,744,1.0,1.0,0.174163761462898
frac_enfu_fuel_demand_imported_pj_fuel_natural_gas,745,1.0,1.0,0.230349889084558
frac_enfu_fuel_demand_imported_pj_fuel_oil,746,1.0,1.0,0.0430290148614206
frac_enfu_minimum_fuel_to_electricity_fuel_biogas,747,1.0,1.0,0.05
frac_enfu_minimum_fuel_to_electricity_fuel_waste,748,1.0,1.0,0.05
frac_enfu_transmission_loss_fuel_electricity,12,1.0,1.0,0.1651400415298446
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_biogas,749,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_biomass,750,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_coal,751,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_coal_ccs,752,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_gas,753,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_gas_ccs,754,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_geothermal,755,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_hydropower,756,1.0,1.0,0.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_nuclear,757,1.0,1.0,0.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_ocean,758,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_oil,759,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_solar,760,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_waste_incineration,761,1.0,1.0,-999.0
frac_entc_max_elec_production_increase_to_satisfy_msp_pp_wind,762,1.0,1.0,-999.0
frac_fgtv_drained_and_waste_ch4_flared_fuel_coal,8,1.0,1.0,0.087
frac_fgtv_drained_and_waste_ch4_flared_fuel_oil,8,1.0,1.0,0.087
frac_fgtv_reduction_in_fugitive_leaks,8,1.0,1.0,0.0
frac_frst_annual_wildfire_fraction_mangroves,763,1.0,1.0,0.0
frac_frst_annual_wildfire_fraction_primary,764,1.0,1.0,1e-05
frac_frst_annual_wildfire_fraction_secondary,765,1.0,1.0,0.0001
frac_frst_mangroves_cl1_temperate_nutrient_poor,75,1.0,1.0,0.0762385282350549
frac_frst_mangroves_cl1_temperate_nutrient_rich,75,1.0,1.0,0.0762385282350549
frac_frst_mangroves_cl1_tropical,75,1.0,1.0,0.8475229435298902
frac_frst_primary_cl1_temperate_nutrient_poor,76,1.0,1.0,0.0762385282350549
frac_frst_primary_cl1_temperate_nutrient_rich,76,1.0,1.0,0.0762385282350549
frac_frst_primary_cl1_tropical,76,1.0,1.0,0.8475229435298902
frac_frst_secondary_cl1_temperate_nutrient_poor,77,1.0,1.0,0.0762385282350549
frac_frst_secondary_cl1_temperate_nutrient_rich,77,1.0,1.0,0.0762385282350549
frac_frst_secondary_cl1_tropical,77,1.0,1.0,0.8475229435298902
frac_gnrl_eating_red_meat,13,1.0,1.0,1.0
frac_inen_energy_agriculture_and_livestock_coal,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_coke,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_diesel,26,1.0,1.0,0.0722053964757709
frac_inen_energy_agriculture_and_livestock_electricity,26,1.0,1.0,0.214959618208517
frac_inen_energy_agriculture_and_livestock_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_gasoline,26,1.0,1.0,0.0722053964757709
frac_inen_energy_agriculture_and_livestock_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_hydrogen,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_kerosene,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_natural_gas,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_oil,26,1.0,1.0,0.336958516886931
frac_inen_energy_agriculture_and_livestock_solar,26,1.0,1.0,0.0
frac_inen_energy_agriculture_and_livestock_solid_biomass,26,1.0,1.0,0.30367107195301
frac_inen_energy_cement_coal,25,1.0,1.0,0.0127508528227665
frac_inen_energy_cement_coke,25,1.0,1.0,0.0014167614247518
frac_inen_energy_cement_diesel,25,1.0,1.0,0.0631826423676204
frac_inen_energy_cement_electricity,25,1.0,1.0,0.104981714250591
frac_inen_energy_cement_furnace_gas,25,1.0,1.0,0.0
frac_inen_energy_cement_gasoline,25,1.0,1.0,0.0631826423676204
frac_inen_energy_cement_hydrocarbon_gas_liquids,25,1.0,1.0,0.0
frac_inen_energy_cement_hydrogen,25,1.0,1.0,0.0
frac_inen_energy_cement_kerosene,25,1.0,1.0,0.0
frac_inen_energy_cement_natural_gas,25,1.0,1.0,0.144257660038723
frac_inen_energy_cement_oil,25,1.0,1.0,0.294852331048895
frac_inen_energy_cement_solar,25,1.0,1.0,0.0542426011862687
frac_inen_energy_cement_solid_biomass,25,1.0,1.0,0.261132794492762
frac_inen_energy_chemicals_coal,25,1.0,1.0,0.0161734004666584
frac_inen_energy_chemicals_coke,25,1.0,1.0,0.0017970444962953
frac_inen_energy_chemicals_diesel,25,1.0,1.0,0.0508903352572761
frac_inen_energy_chemicals_electricity,25,1.0,1.0,0.305947848868149
frac_inen_energy_chemicals_furnace_gas,25,1.0,1.0,0.0
frac_inen_energy_chemicals_gasoline,25,1.0,1.0,0.0508903352572761
frac_inen_energy_chemicals_hydrocarbon_gas_liquids,25,1.0,1.0,0.0
frac_inen_energy_chemicals_hydrogen,25,1.0,1.0,0.0
frac_inen_energy_chemicals_kerosene,25,1.0,1.0,0.0
frac_inen_energy_chemicals_natural_gas,25,1.0,1.0,0.31188341724999
frac_inen_energy_chemicals_oil,25,1.0,1.0,0.237488231200622
frac_inen_energy_chemicals_solar,25,1.0,1.0,0.0
frac_inen_energy_chemicals_solid_biomass,25,1.0,1.0,0.0249293872037332
frac_inen_energy_electronics_coal,26,1.0,1.0,0.0
frac_inen_energy_electronics_coke,26,1.0,1.0,0.0
frac_inen_energy_electronics_diesel,26,1.0,1.0,0.0
frac_inen_energy_electronics_electricity,26,1.0,1.0,0.0
frac_inen_energy_electronics_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_electronics_gasoline,26,1.0,1.0,0.0
frac_inen_energy_electronics_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
frac_inen_energy_electronics_hydrogen,26,1.0,1.0,0.0
frac_inen_energy_electronics_kerosene,26,1.0,1.0,0.0
frac_inen_energy_electronics_natural_gas,26,1.0,1.0,0.0
frac_inen_energy_electronics_oil,26,1.0,1.0,0.0
frac_inen_energy_electronics_solar,26,1.0,1.0,0.0
frac_inen_energy_electronics_solid_biomass,26,1.0,1.0,0.0
frac_inen_energy_glass_coal,26,1.0,1.0,0.0127508528227665
frac_inen_energy_glass_coke,26,1.0,1.0,0.0014167614247518
frac_inen_energy_glass_diesel,26,1.0,1.0,0.0631826423676204
frac_inen_energy_glass_electricity,26,1.0,1.0,0.104981714250591
frac_inen_energy_glass_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_glass_gasoline,26,1.0,1.0,0.0631826423676204
frac_inen_energy_glass_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
frac_inen_energy_glass_hydrogen,26,1.0,1.0,0.0
frac_inen_energy_glass_kerosene,26,1.0,1.0,0.0
frac_inen_energy_glass_natural_gas,26,1.0,1.0,0.144257660038723
frac_inen_energy_glass_oil,26,1.0,1.0,0.294852331048895
frac_inen_energy_glass_solar,26,1.0,1.0,0.0542426011862687
frac_inen_energy_glass_solid_biomass,26,1.0,1.0,0.261132794492762
frac_inen_energy_lime_and_carbonite_coal,26,1.0,1.0,0.0127508528227665
frac_inen_energy_lime_and_carbonite_coke,26,1.0,1.0,0.0014167614247518
frac_inen_energy_lime_and_carbonite_diesel,26,1.0,1.0,0.0631826423676204
frac_inen_energy_lime_and_carbonite_electricity,26,1.0,1.0,0.104981714250591
frac_inen_energy_lime_and_carbonite_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_lime_and_carbonite_gasoline,26,1.0,1.0,0.0631826423676204
frac_inen_energy_lime_and_carbonite_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
frac_inen_energy_lime_and_carbonite_hydrogen,26,1.0,1.0,0.0
frac_inen_energy_lime_and_carbonite_kerosene,26,1.0,1.0,0.0
frac_inen_energy_lime_and_carbonite_natural_gas,26,1.0,1.0,0.144257660038723
frac_inen_energy_lime_and_carbonite_oil,26,1.0,1.0,0.294852331048895
frac_inen_energy_lime_and_carbonite_solar,26,1.0,1.0,0.0542426011862687
frac_inen_energy_lime_and_carbonite_solid_biomass,26,1.0,1.0,0.261132794492762
frac_inen_energy_metals_coal,25,1.0,1.0,0.454355416095815
frac_inen_energy_metals_coke,25,1.0,1.0,0.0504839351217571
frac_inen_energy_metals_diesel,25,1.0,1.0,0.0098676360100764
frac_inen_energy_metals_electricity,25,1.0,1.0,0.197606841384187
frac_inen_energy_metals_furnace_gas,25,1.0,1.0,0.0
frac_inen_energy_metals_gasoline,25,1.0,1.0,0.0098676360100764
frac_inen_energy_metals_hydrocarbon_gas_liquids,25,1.0,1.0,0.0
frac_inen_energy_metals_hydrogen,25,1.0,1.0,0.0
frac_inen_energy_metals_kerosene,25,1.0,1.0,0.0
frac_inen_energy_metals_natural_gas,25,1.0,1.0,0.0672868696689795
frac_inen_energy_metals_oil,25,1.0,1.0,0.0460489680470234
frac_inen_energy_metals_solar,25,1.0,1.0,0.00647456578424
frac_inen_energy_metals_solid_biomass,25,1.0,1.0,0.158008131877845
frac_inen_energy_mining_coal,26,1.0,1.0,0.0
frac_inen_energy_mining_coke,26,1.0,1.0,0.0
frac_inen_energy_mining_diesel,26,1.0,1.0,0.0851063829787234
frac_inen_energy_mining_electricity,26,1.0,1.0,0.3191489361702128
frac_inen_energy_mining_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_mining_gasoline,26,1.0,1.0,0.0
frac_inen_energy_mining_geothermal,26,1.0,1.0,0.0
frac_inen_energy_mining_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
frac_inen_energy_mining_hydrogen,26,1.0,1.0,0.0
frac_inen_energy_mining_kerosene,26,1.0,1.0,0.0
frac_inen_energy_mining_natural_gas,26,1.0,1.0,0.5957446808510638
frac_inen_energy_mining_oil,26,1.0,1.0,0.0
frac_inen_energy_mining_solar,26,1.0,1.0,0.0
frac_inen_energy_mining_solid_biomass,26,1.0,1.0,0.0
frac_inen_energy_other_product_manufacturing_coal,26,1.0,1.0,0.0006162777715753
frac_inen_energy_other_product_manufacturing_coke,26,1.0,1.0,6.84753079528116e-05
frac_inen_energy_other_product_manufacturing_diesel,26,1.0,1.0,0.0109880540359495
frac_inen_energy_other_product_manufacturing_electricity,26,1.0,1.0,0.205210077779018
frac_inen_energy_other_product_manufacturing_furnace_gas,26,1.0,1.0,0.0
frac_inen_energy_other_product_manufacturing_gasoline,26,1.0,1.0,0.0109880540359495
frac_inen_energy_other_product_manufacturing_hydrocarbon_gas_liquids,26,1.0,1.0,0.0
